internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22708835,Turdus ravidus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,ravidus,,,,,"(Cory, 1886)",""
22698593,Traversia lyalli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHISITTIDAE,Traversia,lyalli,,,,,"(Rothschild, 1894)",""
37924,Fitchia mangarevensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Fitchia,mangarevensis,,,,,F.Br.,""
30475,Psychotria adamsonii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Psychotria,adamsonii,,,,,Fosberg,""
146907699,Achyranthes mangarevica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,AMARANTHACEAE,Achyranthes,mangarevica,,,,,Suess.,""
236694409,Ceodes rapaensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,NYCTAGINACEAE,Ceodes,rapaensis,,,,,(J.Florence) E.F.S.Rossetto &amp; Caraballo,""
62307504,Eclectus infectus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Eclectus,infectus,,,,,"Steadman, 2006",Eclectus infectus (del Hoyo and Collar 2014) was newly-described from subfossil remains by Steadman (2006).
22728673,Cyanoramphus ulietanus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Cyanoramphus,ulietanus,,,,,"(Gmelin, 1788)",""
22685182,Cyanoramphus zealandicus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Cyanoramphus,zealandicus,,,,,"(Latham, 1790)",""
22685156,Psephotellus pulcherrimus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Psephotellus,pulcherrimus,,,,,"(Gould, 1845)",Psephotellus pulcherrimus (del Hoyo and Collar 2014) was previously placed in the genus Psephotus.
22710511,Aplonis fusca,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis,fusca,,,,,"Gould, 1836",Two subspecies recognized.
22710496,Aplonis corvina,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis,corvina,,,,,"(Kittlitz, 1833)",""
34169,Dendroseris gigantea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendroseris,gigantea,,,,,Johow,""
103780078,Acrocephalus luscinius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACROCEPHALIDAE,Acrocephalus,luscinius,,,,,"(Quoy &amp; Gaimard, 1830)","Acrocephalus luscinius, A. hiwae, A. yamashinae, A. astrolabii and A. nijoi (del Hoyo and Collar 2016) were previously lumped as A. luscinius following Sibley &amp; Monroe (1990, 1993)."
103780109,Acrocephalus nijoi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACROCEPHALIDAE,Acrocephalus,nijoi,,,,,"(Yamashina, 1940)","Acrocephalus luscinius, A. hiwae, A. yamashinae, A. astrolabii and A. nijoi (del Hoyo and Collar 2016) were previously lumped as A. luscinius following Sibley &amp; Monroe (1990, 1993)."
103780103,Acrocephalus yamashinae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACROCEPHALIDAE,Acrocephalus,yamashinae,,,,,"(Taka-Tsukasa, 1931)","Acrocephalus luscinius, A. hiwae, A. yamashinae, A. astrolabii and A. nijoi (del Hoyo and Collar 2016) were previously lumped as A. luscinius following Sibley &amp; Monroe (1990, 1993)."
103780156,Acrocephalus astrolabii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACROCEPHALIDAE,Acrocephalus,astrolabii,,,,,"Holyoak &amp; Thibault, 1978","Acrocephalus luscinius, A. hiwae, A. yamashinae, A. astrolabii and A. nijoi (del Hoyo and Collar 2016) were previously lumped as A. luscinius following Sibley and Monroe (1990, 1993)."
22735592,Acrocephalus musae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACROCEPHALIDAE,Acrocephalus,musae,,,,,"(Forster, 1844)","Acrocephalus caffer, A. musae and A. longirostris (del Hoyo and Collar 2016) were previously lumped as A. caffer following Sibley and Monroe (1990, 1993)."
103829706,Himatione fraithii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Himatione,fraithii,,,,,"(Rothschild, 1892)","Himatione sanguinea and H. fraithii (del Hoyo and Collar 2016) were previously lumped as H. sanguinea following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993)."
22720840,Ciridops anna,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Ciridops,anna,,,,,"(Dole, 1879)",""
22720848,Drepanis pacifica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Drepanis,pacifica,,,,,"(Gmelin, 1788)",""
22720852,Drepanis funerea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Drepanis,funerea,,,,,"Newton, 1893",""
22720749,Rhodacanthis palmeri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Rhodacanthis,palmeri,,,,,"(Rothschild, 1892)",""
22720745,Rhodacanthis flaviceps,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Rhodacanthis,flaviceps,,,,,"Rothschild, 1892",""
22728825,Chloridops kona,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Chloridops,kona,,,,,"Wilson, 1888",""
103824105,Loxops wolstenholmei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Loxops,wolstenholmei,,,,,"Rothschild, 1893","Loxops coccineus, L. ochraceus and L. wolstenholmei (del Hoyo and Collar 2016) were previously lumped as L. coccineus following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993).  "
103823250,Akialoa stejnegeri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Akialoa,stejnegeri,,,,,"(Wilson, 1889)","Akialoa ellisiana, A. stejnegeri and A. lanaiensis (del Hoyo and Collar 2016) were previously placed in the genus Hemignathus and lumped as H. ellisianus following AOU (1998 and supplements)."
22720738,Dysmorodrepanis munroi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Dysmorodrepanis,munroi,,,,,"Perkins, 1919",""
22728910,Akialoa obscura,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Akialoa,obscura,,,,,"(Gmelin, 1788)",Akialoa obscura (del Hoyo and Collar 2016) was previously placed in the genus Hemignathus and listed as H. obscurus following AOU (1998 &amp; supplements); Brooks (2000).
103823431,Akialoa lanaiensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Akialoa,lanaiensis,,,,,"(Rothschild, 1893)","Akialoa ellisiana, A. stejnegeri and A. lanaiensis (del Hoyo and Collar 2016) were previously placed in the genus Hemignathus and lumped as H. ellisianus following AOU (1998 and supplements).  "
103823212,Akialoa ellisiana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Akialoa,ellisiana,,,,,(Gray 1860),"Akialoa ellisiana, A. stejnegeri and A. lanaiensis (del Hoyo and Collar 2016) were previously placed in the genus Hemignathus and lumped as H. ellisianus following AOU (1998 and supplements)."
22720823,Paroreomyza flammea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Paroreomyza,flammea,,,,,"(Wilson, 1889)",""
22708564,Myadestes woahensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Myadestes,woahensis,,,,,"(Wilson & Evans, 1899)",""
22708559,Myadestes myadestinus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Myadestes,myadestinus,,,,,"(Stejneger, 1887)",""
22708091,Heteralocha acutirostris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CALLAEIDAE,Heteralocha,acutirostris,,,,,"(Gould, 1837)",""
22710499,Aplonis mavornata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis,mavornata,,,,,"Buller, 1887",""
22734867,Aplonis ulietensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis,ulietensis,,,,,"(Gmelin, 1788)",Aplonis ulietensis (del Hoyo and Collar 2016) is recognised as a species following the work of Hume and Walters (2012).
22728902,Poodytes rufescens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Poodytes,rufescens,,,,,"(Buller, 1869)","Poodytes rufescens (del Hoyo and Collar 2016) was previously listed as Bowdleria rufescens. Usually considered a subspecies of P. punctatus, but sometimes treated as separate species (perhaps more closely related to Fijian Cincloramphus rufus). Differed from P. punctatus in its white vs brown-streaked grey chin to lower belly (4); strong rufescent tone of upperparts, wings, tail and flanks (2); bolder, blacker streaks on upperparts and flanks (2); and osteological features (Olson 1990b). Close in size to P. caudatus, which was previously also treated as a subspecies of P. punctatus. Monotypic."
22698580,Xenicus longipes,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHISITTIDAE,Xenicus,longipes,,,,,"(Gmelin, 1789)",""
22704724,Gerygone insularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHIZIDAE,Gerygone,insularis,,,,,"Ramsay, 1879",""
22728814,Anthornis melanocephala,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthornis,melanocephala,,,,,G.R. Gray 1843,"Often treated as a subspecies of A. melanura of mainland New Zealand and other islands, but differed in larger size of male, greater extent of blue on the head, less yellow in plumage overall and no yellow flank patch, and in having a yellow, not a dark, eye. Monotypic."
22689496,Ninox albifacies,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,albifacies,,,,,"(Gray, 1844)","Previously placed in monotypic genus Sceloglaux but moved to Ninox following Wood et al. (2017) and Salter et al. (2020). Geographical variation questionable, and size differences perhaps clinal; rufifacies sometimes synonymized with albifacies. Two subspecies tentatively recognized."
62178398,Coenocorypha barrierensis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,barrierensis,,,,,"Oliver, 1955","Coenocorypha aucklandica, C. huegeli, C. barrierensis and C. iredalei (del Hoyo and Collar 2014) were previously lumped as C. aucklandica following Sibley and Monroe (1990, 1993)."
62289108,Prosobonia cancellata,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,cancellata,,,,,"(Gmelin, 1789)","Prosobonia cancellata and P. parvirostris (del Hoyo and Collar 2014) were previously lumped as P. cancellata following Sibley and Monroe (1990, 1993)."
22728772,Prosobonia ellisi,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,ellisi,,,,,"(Gmelin, 1789)",""
22728658,Alopochen mauritiana,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Alopochen,mauritiana,,,,,"(Newton &amp; Gadow, 1893)",Alopochen mauritiana (del Hoyo and Collar 2014) was previously listed as A. mauritianus.
22720734,Psittirostra psittacea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Psittirostra,psittacea,,,,,"(Gmelin, 1789)",""
22714229,Zosterops albogularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Zosterops,albogularis,,,,,"Gould, 1837",""
103823616,Hemignathus hanapepe,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Hemignathus,hanapepe,,,,,"Wilson, 1889","Hemignathus lucidus, H. hanapepe and H. affinis (del Hoyo and Collar 2016) were previously lumped as H. lucidus following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993)."
103824084,Loxops ochraceus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Loxops,ochraceus,,,,,"Rothschild, 1893","Loxops coccineus, L. ochraceus and L. wolstenholmei (del Hoyo and Collar 2016) were previously lumped as L. coccineus following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993)."
22729490,Alopochen kervazoi,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Alopochen,kervazoi,,,,,"(Cowles, 1994)",""
5223,Conilurus albipes,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Conilurus,albipes,,,,,"(Lichtenstein, 1829)",""
11633,Leporillus apicalis,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Leporillus,apicalis,,,,,"(J. Gould, 1853)",""
45958541,Notomys robustus,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,robustus,,,,,"Mahoney, M.J. Smith &amp; Medlin, 2008",""
18564,Pseudomys glaucus,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Pseudomys,glaucus,,,,,"O. Thomas, 1910",No subspecies are recognised.
14861,Notomys amplus,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,amplus,,,,,"Brazenor, 1936",""
19344,Rattus macleari,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,macleari,,,,,"(Thomas, 1887)",""
14864,Notomys longicaudatus,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,longicaudatus,,,,,"(J. Gould, 1844)",""
14865,Notomys macrotis,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,macrotis,,,,,"O. Thomas, 1921",""
14866,Notomys mordax,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,mordax,,,,,"O. Thomas, 1922",No subspecies are recognised. Mahoney (1977) found that the single skull was distinct from other Notomys and that it was likely to be most closely related to Mitchell’s Hopping Mouse N. mitchellii.
19351,Rattus nativitatis,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,nativitatis,,,,,"(Thomas, 1889)",""
75927841,Conilurus capricornensis,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Conilurus,capricornensis,,,,,"Cramb &amp; Hocknull, 2010",""
75927882,Pseudomys auritus,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Pseudomys,auritus,,,,,"O. Thomas, 1910",No subspecies are recognized.
3719,Campsicnemus mirabilis,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,DOLICHOPODIDAE,Campsicnemus,mirabilis,,,,,"(Grimshaw, 1902)",""
15331,Onychogalea lunata,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Onychogalea,lunata,,,,,"(Gould, 1841)",No subspecies are recognised
3626,Caloprymnus campestris,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Caloprymnus,campestris,,,,,"(Gould, 1843)",""
136805,Bettongia pusilla,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Bettongia,pusilla,,,,,"McNamara, 1997",""
16570,Perameles eremiana,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Perameles,eremiana,,,,,"Spencer, 1897","No subspecies are recognised. Perameles eremiana was closely related to the P. bougainville complex and it has been proposed that they are clinal forms of the same species (Friedman 1967); however, Westerman et al. (2012) recommended maintaining them as separate species and Travouillon and Phillips (2018), in a major study of bandicoot relationships, also maintained it as a separate species."
71510353,Bettongia anhydra,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Bettongia,anhydra,,,,,"Finlayson, 1957","Originally described as a subspecies of B. penicillata (Finlayson 1957), the Desert Bettong has only recently been recognized as a full species (McDowell et al. 2015). Finlayson (1958) provided a more detailed description of the skull and speculated that it represented a full species. However, Wakefield (1967) later synonymised anhydra with B. lesueur, based on his opinion that several features of the skull were similar to B. lesueur, although he noted that ‘the skull is very small’ (Wakefield 1967, p. 11). The Desert Bettong can be separated from the Woylie B. penicillata and the Boodie B. lesueur by several skull and dentition characters (McDowell 2013). Ancient DNA (aDNA) analysis of the Cytochrome b gene from the holotype shows it is a well-supported lineage, distinct enough from its closest relatives B. penicillata and B. lesueur to consider it a separate species (McDowell et al. 2015)."
12625,Notamacropus greyi,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Notamacropus,greyi,,,,,"(Waterhouse, 1845)",No subspecies are recognised
12651,Macrotis leucura,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,THYLACOMYIDAE,Macrotis,leucura,,,,,"(Thomas, 1887)",No subspecies are recognised.
11160,Lagorchestes asomatus,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Lagorchestes,asomatus,,,,,"Finlayson, 1943",No subspecies have been described.
11163,Lagorchestes leporides,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Lagorchestes,leporides,,,,,"(Gould, 1841)",No subspecies have been described.
22725862,Todiramphus cinnamominus,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Todiramphus,cinnamominus,,,,,"(Swainson, 1821)","Todiramphus cinnamominus, T. pelewensis and T. reichenbachii (del Hoyo and Collar 2014) were previously lumped as T. cinnamominus following Sibley and Monroe (1990, 1993)."
22728666,Anas marecula,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,marecula,,,,,"Olson & Jouventin, 1996",""
62254534,Columba thiriouxi,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,thiriouxi,,,,,"Hume, 2011",Columba thiriouxi (del Hoyo and Collar 2014) was newly described from subfossil records by Hume (2011).
22728712,Nesoenas duboisi,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Nesoenas,duboisi,,,,,"Rothschild, 1907","Nesoenas duboisi (del Hoyo and Collar 2014) was previously placed in the genus Columba.There were probably two other native pigeons on the island-a slaty, blue-winged Alectroenas, and unidentified ramiers. All three apparently became extinct in the early 1700s (Cheke 1987). Adler (1994) confused the situation by applying the name duboisi to the (undescribed) Alectroenas. Archeological work is needed to clarify the situation."
62257034,Nesoenas cicur,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Nesoenas,cicur,,,,,"Hume, 2011",Nesoenas cicur (del Hoyo and Collar 2014) was newly described from subfossil records by Hume (2011).
22728722,Nesoenas rodericanus,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Nesoenas,rodericanus,,,,,"(Milne-Edwards, 1874)",Nesoenas rodericanus (del Hoyo and Collar 2014) was previously placed in the genus Alectroenas.
22690059,Raphus cucullatus,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Raphus,cucullatus,,,,,"(Linnaeus, 1758)",""
22690062,Pezophaps solitaria,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Pezophaps,solitaria,,,,,"(Gmelin, 1789)",""
22691601,Alectroenas nitidissimus,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Alectroenas,nitidissimus,,,,,"(Scopoli, 1786)",Alectroenas nitidissimus (del Hoyo and Collar 2014) was previously listed as A. nitidissima.
62759683,Alectroenas payandeei,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Alectroenas,payandeei,,,,,"Hume, 2011",Alectroenas payandeei (del Hoyo and Collar 2014) was described from subfossil remains by Hume (2011).
22684143,Coua delalandei,ANIMALIA,CHORDATA,AVES,CUCULIFORMES,CUCULIDAE,Coua,delalandei,,,,,"(Temminck, 1827)",""
22728754,Laterallus podarces,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Laterallus,podarces,,,,,"(Wetmore, 1963)","Saint Helena Rail Laterallus podarces (Handbook of the Birds of the World and BirdLife International 2020) was previously in the genus Atlantisia (del Hoyo et al. 2014) owing to similarities with Inaccessible Rail, for which that genus was created. Stervander et al. (2019) found that Inaccessible Rail actually nests within a clade of Laterallus rails, grouped closely with Black Rail Laterallus jamaicensis, and it has therefore been placed in the genus Laterallus. As the assignment of Saint Helena Rail to Atlantisia was based upon similarity to Inaccessible Rail, it is logical to also move the extinct taxon into Laterallus, despite the taxon not being assessed in Stervander et al. (2019)."
22728884,Aphanapteryx bonasia,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Aphanapteryx,bonasia,,,,,"(Selys Longchamps, 1848)",""
62258591,Dryolimnas augusti,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Dryolimnas,augusti,,,,,"Mourer-Chauviré, Bour, Ribes &amp; Moutou, 1999",Dryolimnas augusti (del Hoyo and Collar 2014) was described from fossils by Mourer-Chauviré et al. (1999).
