internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
191696,Allotoca goslinei,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Allotoca,goslinei,,,,,"Smith &amp; Miller, 1987","The Holotype of this species was collected together with Paratopotypes by Robert Miller and others in February 1976 from the Río (Potrero) Grande, about 9.6km W of the town of Ameca. Several Paratypes go back to collections from the type location in 1957 and 1971, one single male to a collection of R. Vrijenhoek and M. Douglas from a bridge over the Río Ameca (precisely: Río Cuisillos), 1km E of the estación Pacana, SE of the Presa La Vega, in 1981. No subpopulations are distinguished."
199495,Margatteoidea amoena,ANIMALIA,ARTHROPODA,INSECTA,BLATTODEA,BLATTELLIDAE,Margatteoidea,amoena,,,,,"(Bolivar, 1924)",
201484,Orthomorpha crinita,ANIMALIA,ARTHROPODA,DIPLOPODA,POLYDESMIDA,PARADOXOSOMATIDAE,Orthomorpha,crinita,,,,,"Attems, 1900",
184524,Pseudamnicola desertorum,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,desertorum,,,,,"(Bourguignat, 1862)",The generic status is uncertain due to lack of anatomical data. The taxonomy of the hydrobiids of Algeria has not been revised since 1864.
40091,Pachnodus velutinus,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CERASTIDAE,Pachnodus,velutinus,,,,,"(Pfeiffer, 1841)",
41027,Graecoanatolica macedonica,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Graecoanatolica,macedonica,,,,,"Radoman &amp; Stanovic, 1978",
61365,Tristramella magdelainae,ANIMALIA,CHORDATA,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Tristramella,magdelainae,,,,,"(Lortet, 1883)",
5438,Cottus echinatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,echinatus,,,,,"Bailey &amp; Bond, 1963",
22147,Trigonoscuta rossi,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CURCULIONIDAE,Trigonoscuta,rossi,,,,,"Pierce, 1975",
9003,Geocapromys thoracatus,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Geocapromys,thoracatus,,,,,"(True, 1888)",Was previously considered a subspecies of <em>Geocapromys brownii</em>.
272625865,Clianthus puniceus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Clianthus,puniceus,,,,,(G.Don) Banks Sol. Ex Lindl.,"<em>Clianthus puniceus</em>, following decisions reached by Heenan (2000) is treated as a separate species from&#160;<em>C. magnificus</em>&#160;based on minor foliage and floral differences. These were summarized by de Lange (2023) who noted that&#160;<em>C. puniceus</em>&#160;has mat-green foliage, and an upper leaf surface that is often slightly glaucous in colour.&#160;<em>C. magnificus</em>&#160;leaves are dark green, and the upper leaf surface very glossy.&#160;<em>C. puniceus</em>&#160;flowers are slightly smaller, the standard is conspicuously striped white, and the spur blotched or striped white as well.&#160;<em>C. magnificus</em>&#160;flowers are larger, very dark red, blotched dark purple-black near the base (very rarely with a few faint white stripes) and the spur is uniformly dark red.<br/><br/>However, mostly unpublished genetic studies show little difference between these two species, and Song&#160;<em>et al.</em>&#160;(2008) based on their molecular studies suggested that northern Tairawhiti populations (<em>Clianthus magnificus</em>) had the same sequence as&#160;<em>C. puniceus</em>&#160;from Moturemu, Kaipara Harbour. Nevertheless, for now they are maintained as distinct species."
10168,Hippotragus leucophaeus,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Hippotragus,leucophaeus,,,,,"(Pallas, 1766)",
3172,Incilius periglenes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,periglenes,,,,,"(Savage, 1967)",
54549,Atelopus senex,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,senex,,,,,"Taylor, 1952",
56413,Craugastor anciano,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,anciano,,,,,"(Savage, McCranie &amp; Wilson, 1988)",This species was previously included in the genus <em>Eleutherodactylus</em> (Crawford and Smith 2005).
56810,Craugastor omoaensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,omoaensis,,,,,"(McCranie &amp; Wilson, 1997)",This species was previously included in the genus <em>Eleutherodactylus</em> (Crawford and Smith 2005).
34039,Delissea niihauensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Delissea,niihauensis,,,,,H.St.John,
